ride_id,user_id,driver_id,ride_datetime,pickup_location,dropoff_location,distance_km,ride_duration_min,fare_amount,payment_method,ride_status,user_rating,driver_rating,surge_pricing,promo_code_used,vehicle_type,weather_condition,traffic_level,driver_experience_years,user_type
R005642,U4659,D419,4/1/2024 1:42,Suburbs,Airport,1.76,5.00,12.92,Mobile Wallet,Canceled,3.1,2.4,No,No,Shared,Clear,Medium,10,Returning
R005643,U2131,D705,3/1/2024 19:12,Airport,Financial District,17.26,46.00,51.73,Credit Card,Completed,4.1,4.3,No,No,Sedan,Clear,Medium,8,New
R005644,U5763,D118,1/1/2024 7:50,Financial District,Suburbs,14.86,47.00,51.76,Cash,Completed,4.5,3.5,Yes,No,Shared,Thunderstorm,Medium,1,Returning
R005645,U7737,D739,3/1/2024 0:54,University,Suburbs,33.93,106.00,117.16,Cash,Completed,4.9,4.4,No,No,SUV,Clear,High,10,Frequent
R005646,U6092,D442,4/1/2024 13:16,Midtown,Financial District,7.12,20.00,22.67,Cash,Completed,3.8,3.5,No,No,Sedan,Rainy,Medium,1,Returning
R005647,U7022,D693,3/1/2024 4:13,Airport,University,22.35,57.00,66.18,Credit Card,No-show,2.7,1.3,Yes,No,Shared,Clear,Low,2,Returning
R005648,U4159,D865,2/1/2024 12:20,University,University,7.87,24.00,25.38,Cash,Completed,4.7,4.1,No,No,Shared,Thunderstorm,Medium,9,New
R005649,U7159,D832,1/1/2024 19:40,Suburbs,Downtown,19.65,50.00,61.12,Credit Card,Completed,4.4,3.1,No,No,SUV,Rainy,Low,10,Frequent
R005650,U8318,D442,3/1/2024 3:46,Mall,Midtown,19.87,44.00,62.83,Cash,Completed,3.1,3.6,No,No,Sedan,Clear,Medium,7,Returning
R005651,U9445,D196,1/1/2024 5:19,Suburbs,Mall,3.56,13.00,15.60,Credit Card,Completed,3.9,4.7,No,Yes,Motorcycle,Rainy,Medium,8,Returning
R005652,U6307,D151,3/1/2024 2:24,Suburbs,Suburbs,16.52,56.00,51.97,Credit Card,Completed,3.7,3.5,No,No,Sedan,Foggy,High,3,Returning
R005653,U9520,D274,5/1/2024 4:36,Suburbs,Midtown,16.68,36.00,53.56,Mobile Wallet,Completed,4.7,3.9,No,No,Sedan,Clear,Medium,5,Returning
R005654,U4044,D437,4/1/2024 20:25,University,Airport,11.85,28.00,43.23,Cash,Completed,3.3,3.8,No,Yes,SUV,Rainy,Medium,8,Returning
R005655,U6636,D793,7/1/2024 15:01,Mall,Mall,10.42,23.00,39.15,Credit Card,Completed,3.2,3.9,No,Yes,Sedan,Thunderstorm,Medium,3,New
R005656,U3892,D452,2/1/2024 10:03,Financial District,Mall,8.63,31.00,35.28,Cash,Completed,3.8,3.0,No,No,Sedan,Foggy,Low,9,Frequent
R005657,U6288,D490,7/1/2024 11:54,Financial District,Mall,1.20,4.00,6.78,Mobile Wallet,Completed,4.5,3.3,No,No,Sedan,Clear,High,2,New
R005658,U6812,D214,3/1/2024 18:19,Midtown,Airport,1.06,3.00,8.24,Credit Card,Completed,4.6,4.2,No,No,Sedan,Rainy,Medium,4,New
R005659,U1654,D447,6/1/2024 9:27,University,Financial District,21.05,77.00,76.74,Credit Card,Completed,3.5,3.2,No,No,SUV,Clear,Low,5,New
R005660,U6481,D100,6/1/2024 6:17,Mall,Financial District,10.91,43.00,32.04,Credit Card,Completed,4.4,4.3,No,No,SUV,Clear,Low,5,Frequent
R005661,U1759,D162,4/1/2024 5:08,Mall,Financial District,6.71,26.00,29.85,Mobile Wallet,Completed,3.6,4.2,No,No,Sedan,Clear,Medium,5,Frequent
R005662,U7782,D859,4/1/2024 14:08,Suburbs,Mall,24.28,96.00,90.94,Cash,Canceled,2.6,1.6,No,Yes,Sedan,Clear,Medium,7,New
R005663,U2798,D842,2/1/2024 18:04,Financial District,University,18.98,70.00,65.18,Credit Card,Completed,3.1,4.5,No,No,Sedan,Rainy,Medium,3,New
R005664,U6159,D325,4/1/2024 8:45,University,Suburbs,32.11,78.00,98.75,Cash,Completed,4.5,4.3,No,Yes,SUV,Clear,Medium,4,Returning
R005665,U9446,D522,7/1/2024 20:41,Airport,Midtown,29.25,62.00,93.04,Credit Card,Canceled,2.0,2.8,No,Yes,Shared,Rainy,Medium,10,New
R005666,U6262,D118,3/1/2024 2:39,Financial District,Airport,25.71,93.00,75.89,Mobile Wallet,Canceled,2.4,2.3,Yes,No,SUV,Thunderstorm,Low,2,Returning
R005667,U4823,D130,2/1/2024 12:35,Financial District,Midtown,5.30,14.00,23.07,Cash,Canceled,1.9,1.6,No,No,Sedan,Clear,High,10,New
R005668,U2876,D944,3/1/2024 22:30,Mall,Suburbs,23.65,63.00,82.13,Cash,Completed,4.1,3.0,No,Yes,Sedan,Rainy,Low,2,Returning
R005669,U7154,D732,6/1/2024 23:30,Midtown,Mall,24.59,53.00,91.40,Cash,Completed,4.3,3.0,No,No,Sedan,Rainy,Medium,10,Returning
R005670,U8787,D123,5/1/2024 20:39,Financial District,Midtown,26.95,92.00,83.73,Credit Card,Completed,4.7,4.7,No,No,Sedan,Clear,Medium,2,New
R005671,U5516,D936,7/1/2024 18:37,Airport,Mall,9.95,28.00,35.47,Credit Card,Completed,5.0,4.2,No,Yes,Sedan,Clear,High,9,Returning
R005672,U4734,D310,3/1/2024 17:29,Suburbs,Midtown,22.77,55.00,64.32,Cash,Completed,4.7,4.7,Yes,Yes,SUV,Rainy,Low,10,Frequent
R005673,U6972,D260,7/1/2024 5:17,Downtown,University,22.02,73.00,77.03,Cash,Completed,4.5,3.6,No,No,Sedan,Clear,Medium,6,New
R005674,U7639,D354,5/1/2024 6:02,Midtown,Financial District,14.10,56.00,54.33,Credit Card,Completed,4.3,4.7,Yes,No,Sedan,Snowy,High,3,Frequent
R005675,U6356,D670,1/1/2024 0:40,Airport,University,23.56,71.00,73.03,Credit Card,Completed,3.9,4.1,No,Yes,Motorcycle,Clear,High,10,Frequent
R005676,U7380,D213,5/1/2024 11:14,Midtown,University,3.95,13.00,18.92,Credit Card,Completed,3.8,3.1,No,Yes,Shared,Clear,Medium,1,New
R005677,U2008,D603,1/1/2024 2:49,University,Mall,22.88,53.00,75.54,Credit Card,Completed,4.8,3.3,No,Yes,Shared,Clear,Medium,1,New
R005678,U5314,D771,7/1/2024 5:32,Suburbs,Midtown,21.60,50.00,76.09,Credit Card,Completed,3.1,3.0,No,Yes,SUV,Rainy,Medium,1,Returning
R005679,U3508,D319,1/1/2024 15:40,Financial District,Midtown,8.16,24.00,30.41,Cash,Completed,3.5,3.4,No,No,Sedan,Clear,Low,2,Returning
R005680,U5758,D456,5/1/2024 18:35,University,University,28.82,106.00,98.87,Mobile Wallet,Completed,3.9,4.8,Yes,No,Electric,Clear,Low,10,New
R005681,U3682,D268,1/1/2024 17:16,Financial District,Midtown,30.73,117.00,104.50,Credit Card,Completed,4.7,3.8,No,No,Motorcycle,Thunderstorm,Low,6,New
R005682,U8311,D623,5/1/2024 3:49,Mall,University,8.16,27.00,29.03,Cash,Completed,4.4,4.2,No,No,Electric,Clear,Medium,10,New
R005683,U1989,D341,5/1/2024 14:50,Airport,Downtown,3.58,10.00,15.69,Mobile Wallet,Completed,4.2,4.7,No,No,Sedan,Thunderstorm,High,9,Frequent
R005684,U9446,D474,7/1/2024 8:12,Suburbs,University,21.52,75.00,74.61,Mobile Wallet,Completed,3.3,4.7,No,Yes,SUV,Clear,Low,1,Frequent
R005685,U5711,D238,6/1/2024 12:52,Downtown,Airport,17.32,45.00,52.20,Cash,Completed,4.7,3.6,No,Yes,SUV,Foggy,High,10,Returning
R005686,U7479,D196,4/1/2024 20:34,Downtown,Airport,15.54,38.00,47.19,Credit Card,Canceled,3.1,3.0,Yes,No,Motorcycle,Rainy,Medium,10,Frequent
R005687,U7964,D246,2/1/2024 20:30,Financial District,Midtown,26.87,96.00,82.96,Cash,Completed,3.8,3.5,No,No,Sedan,Clear,Medium,4,Returning
R005688,U9075,D281,7/1/2024 18:51,University,University,33.97,119.00,94.71,Credit Card,Completed,3.7,4.5,No,No,Sedan,Snowy,High,5,New
R005689,U5452,D156,2/1/2024 17:38,Mall,University,17.24,65.00,51.48,Credit Card,Completed,3.7,4.0,No,No,Electric,Rainy,Low,10,New
R005690,U9447,D141,3/1/2024 8:10,Suburbs,Financial District,1.21,4.00,6.48,Mobile Wallet,Completed,3.9,3.5,No,Yes,Motorcycle,Foggy,High,6,Returning
R005691,U2007,D965,5/1/2024 9:08,Suburbs,Mall,21.27,81.00,80.23,Credit Card,Completed,4.7,3.8,Yes,No,SUV,Rainy,Medium,10,Returning
R005692,U7496,D810,5/1/2024 9:43,Airport,Financial District,23.23,48.00,86.46,Credit Card,Completed,3.0,4.3,No,Yes,Sedan,Clear,High,1,Frequent
R005693,U8688,D642,4/1/2024 6:04,University,Financial District,29.15,73.00,93.93,Credit Card,Completed,4.0,4.2,No,No,Sedan,Foggy,High,3,Returning
R005694,U4908,D791,3/1/2024 4:09,Downtown,University,7.78,28.00,27.94,Cash,Completed,3.4,3.2,No,No,SUV,Thunderstorm,Medium,10,Returning
R005695,U3803,D101,4/1/2024 5:42,Airport,University,18.83,54.00,68.94,Mobile Wallet,Completed,3.9,4.2,No,No,SUV,Rainy,High,2,Returning
R005696,U5379,D387,1/1/2024 3:48,Midtown,Airport,16.20,40.00,56.71,Credit Card,Completed,4.9,4.9,No,No,Shared,Clear,Low,4,Frequent
R005697,U1098,D237,6/1/2024 22:26,Suburbs,Suburbs,23.59,85.00,83.53,Mobile Wallet,Completed,4.4,3.9,No,Yes,Electric,Clear,Low,5,New
R005698,U9388,D716,6/1/2024 21:34,Downtown,Midtown,3.17,12.00,12.80,Credit Card,Completed,4.4,3.2,Yes,Yes,SUV,Rainy,Medium,8,Returning
R005699,U1877,D611,6/1/2024 12:25,Airport,Airport,31.06,90.00,99.44,Credit Card,Completed,3.3,3.9,No,No,Sedan,Clear,Medium,9,Frequent
R005700,U2868,D829,4/1/2024 16:37,Financial District,Financial District,18.38,54.00,63.30,Credit Card,Completed,3.0,3.3,No,No,Sedan,Clear,Low,7,Frequent
R005701,U3665,D321,3/1/2024 0:30,Midtown,Airport,30.82,110.00,94.95,Cash,No-show,2.9,2.8,No,Yes,SUV,Clear,Medium,6,Frequent
R005702,U2388,D430,5/1/2024 7:23,Airport,Airport,12.57,45.00,46.02,Credit Card,Completed,3.8,3.4,No,Yes,Sedan,Rainy,Medium,9,Returning
R005703,U3415,D716,5/1/2024 20:34,Financial District,Airport,23.22,87.00,74.10,Credit Card,Completed,3.8,3.7,No,No,SUV,Clear,Low,8,New
R005704,U9761,D503,1/1/2024 17:57,Downtown,Financial District,33.53,110.00,104.73,Credit Card,Completed,4.3,3.3,Yes,No,Sedan,Clear,Medium,7,New
R005705,U3637,D607,3/1/2024 18:38,Downtown,Suburbs,33.07,78.00,118.92,Mobile Wallet,Completed,4.8,4.8,No,No,Shared,Clear,Medium,7,Returning
R005706,U8242,D226,4/1/2024 8:05,Midtown,Downtown,33.10,103.00,122.90,Mobile Wallet,Completed,3.9,4.8,Yes,No,Shared,Clear,Medium,9,Frequent
R005707,U9613,D364,4/1/2024 19:14,Financial District,Midtown,2.46,7.00,14.97,Mobile Wallet,Completed,3.5,4.0,No,No,SUV,Clear,Low,1,Returning
R005708,U3883,D811,4/1/2024 10:47,Suburbs,Midtown,14.70,30.00,44.67,Mobile Wallet,Completed,4.0,3.2,No,No,Sedan,Clear,Low,7,Returning
R005709,U2204,D863,6/1/2024 6:22,Mall,Mall,3.07,7.00,10.76,Credit Card,Completed,3.4,3.5,No,No,Sedan,Foggy,High,6,Returning
R005710,U1544,D114,3/1/2024 20:49,Mall,Airport,11.52,28.00,46.62,Credit Card,Completed,4.3,5.0,No,Yes,Sedan,Clear,Medium,2,Returning
R005711,U2223,D325,4/1/2024 1:36,Downtown,Suburbs,6.94,15.00,27.18,Cash,Completed,4.0,3.9,No,No,Sedan,Snowy,Medium,7,New
R005712,U4172,D964,2/1/2024 21:17,University,Financial District,22.08,64.00,73.48,Credit Card,Completed,3.3,3.9,No,No,Sedan,Clear,Medium,2,Returning
R005713,U9959,D204,5/1/2024 20:36,Suburbs,Downtown,27.55,83.00,90.76,Credit Card,Completed,3.9,4.5,No,Yes,SUV,Rainy,Medium,2,New
R005714,U7450,D844,6/1/2024 19:26,Suburbs,Downtown,18.45,49.00,64.64,Credit Card,Completed,3.7,3.2,No,Yes,Motorcycle,Clear,Medium,9,Frequent
R005715,U7520,D592,4/1/2024 15:28,Mall,Airport,28.05,79.00,89.49,Credit Card,Completed,3.9,4.1,No,Yes,Sedan,Rainy,Low,3,Returning
R005716,U1654,D418,2/1/2024 18:16,Airport,Airport,1.44,4.00,11.42,Cash,No-show,1.9,1.6,Yes,No,Motorcycle,Clear,Medium,9,New
R005717,U7821,D318,6/1/2024 8:00,Airport,Financial District,28.90,65.00,81.93,Credit Card,Completed,4.5,3.9,No,No,Sedan,Clear,High,6,Returning
R005718,U3446,D376,1/1/2024 9:33,Downtown,Mall,7.06,22.00,23.72,Cash,Canceled,2.1,1.9,No,Yes,Sedan,Clear,Medium,4,Frequent
R005719,U6892,D872,7/1/2024 21:44,Suburbs,Financial District,16.67,57.00,62.32,Cash,Completed,3.7,4.2,No,Yes,Motorcycle,Clear,High,7,Frequent
R005720,U9412,D992,7/1/2024 0:59,Airport,University,16.05,60.00,54.41,Credit Card,Completed,3.5,4.7,No,No,Shared,Clear,Medium,7,Frequent
R005721,U4666,D440,7/1/2024 2:43,Financial District,Financial District,30.69,80.00,106.45,Credit Card,No-show,3.5,3.2,No,No,Motorcycle,Foggy,Low,4,New
R005722,U5277,D551,4/1/2024 2:25,Financial District,Airport,33.84,118.00,96.01,Credit Card,Completed,3.1,3.1,Yes,Yes,Sedan,Clear,Low,3,New
R005723,U5402,D468,7/1/2024 4:24,Financial District,Suburbs,9.67,31.00,31.16,Cash,Completed,4.6,3.4,No,Yes,Sedan,Foggy,Medium,4,New
R005724,U3569,D947,2/1/2024 21:09,Financial District,Airport,3.29,10.00,13.05,Credit Card,Completed,3.3,4.9,No,No,SUV,Clear,High,6,New
R005725,U6515,D573,3/1/2024 13:14,Suburbs,Mall,23.12,89.00,87.98,Credit Card,No-show,1.3,2.0,No,No,Shared,Clear,High,7,New
R005726,U4985,D289,4/1/2024 3:22,Financial District,Airport,18.10,59.00,68.80,Credit Card,Completed,4.7,3.3,No,No,Shared,Snowy,High,4,New
R005727,U9167,D983,2/1/2024 17:35,Suburbs,Downtown,20.23,55.00,77.34,Cash,Completed,4.3,4.1,No,No,SUV,Clear,Medium,8,Returning
R005728,U8448,D518,5/1/2024 3:32,Mall,Financial District,2.57,9.00,14.32,Credit Card,Completed,3.9,4.2,No,Yes,SUV,Clear,Medium,4,Returning
R005729,U5310,D809,2/1/2024 22:30,Downtown,Midtown,27.36,107.00,92.52,Cash,Completed,4.2,4.7,No,Yes,Sedan,Clear,High,10,Returning
R005730,U4019,D964,1/1/2024 22:45,Downtown,Financial District,8.90,34.00,28.03,Cash,Canceled,1.7,2.1,No,No,Sedan,Clear,Low,6,Returning
R005731,U4681,D888,2/1/2024 18:27,Financial District,University,12.39,49.00,37.48,Cash,Completed,3.2,4.1,No,No,Sedan,Clear,Medium,5,Frequent
R005732,U5196,D947,2/1/2024 12:15,Financial District,Suburbs,8.76,19.00,24.50,Cash,Canceled,2.7,1.3,No,No,SUV,Rainy,Medium,1,Frequent
R005733,U1572,D594,1/1/2024 21:53,Financial District,Suburbs,33.16,96.00,105.94,Credit Card,Completed,3.6,4.2,No,Yes,SUV,Clear,Low,7,Frequent
R005734,U5753,D138,4/1/2024 0:38,Downtown,Financial District,6.74,19.00,22.16,Cash,Completed,4.5,3.7,No,Yes,Sedan,Thunderstorm,Low,3,Frequent
R005735,U8082,D261,7/1/2024 5:05,Airport,Financial District,25.90,72.00,80.84,Credit Card,Completed,4.6,3.8,No,Yes,Shared,Clear,Low,9,Frequent
R005736,U5002,D220,4/1/2024 10:38,Downtown,Airport,9.36,22.00,28.20,Credit Card,Completed,4.8,4.1,No,Yes,Sedan,Clear,Medium,10,Returning
R005737,U6629,D991,6/1/2024 8:01,Financial District,Midtown,15.45,57.00,55.72,Credit Card,Completed,4.8,3.7,No,No,Motorcycle,Clear,High,6,New
R005738,U9417,D498,5/1/2024 13:05,Airport,Mall,34.87,117.00,113.49,Credit Card,Completed,4.9,3.2,No,No,Sedan,Clear,Medium,5,Frequent
R005739,U5200,D361,7/1/2024 18:11,Airport,Airport,4.42,14.00,20.49,Mobile Wallet,Completed,4.7,4.3,No,Yes,Motorcycle,Clear,Medium,6,New
R005740,U2997,D827,1/1/2024 21:09,Midtown,Downtown,30.97,90.00,111.46,Credit Card,Completed,3.9,4.5,No,Yes,Electric,Clear,Medium,7,Returning
R005741,U9963,D923,6/1/2024 3:38,Mall,Downtown,33.17,92.00,88.65,Cash,Completed,3.3,3.5,No,No,Motorcycle,Clear,Medium,5,New
R005742,U8422,D660,7/1/2024 7:50,Suburbs,Suburbs,24.74,88.00,76.31,Credit Card,Completed,4.4,3.3,No,Yes,SUV,Rainy,Medium,5,New
R005743,U5524,D703,2/1/2024 17:09,Mall,Suburbs,1.34,4.00,10.99,Credit Card,Canceled,2.9,2.9,No,Yes,Sedan,Clear,Medium,4,New
R005744,U9625,D228,1/1/2024 14:25,Financial District,Midtown,28.91,93.00,83.34,Mobile Wallet,Completed,4.3,4.0,No,No,Sedan,Clear,High,4,New
R005745,U4407,D932,1/1/2024 6:45,Suburbs,Suburbs,31.00,68.00,90.12,Credit Card,Completed,3.2,4.7,No,Yes,SUV,Clear,Low,3,Returning
R005746,U7731,D639,6/1/2024 10:29,Midtown,University,34.35,101.00,119.71,Cash,Completed,4.8,3.3,Yes,No,Shared,Clear,Medium,8,New
R005747,U8795,D455,4/1/2024 7:45,Suburbs,Downtown,29.54,67.00,83.32,Cash,Canceled,3.2,2.9,No,Yes,SUV,Foggy,High,6,Returning
R005748,U3793,D759,4/1/2024 14:43,Financial District,Midtown,16.15,34.00,60.49,Credit Card,Completed,3.9,3.9,No,No,Shared,Clear,High,7,Frequent
R005749,U8334,D531,2/1/2024 16:35,Midtown,Downtown,24.41,82.00,66.21,Credit Card,Completed,4.1,4.6,No,No,Shared,Clear,Medium,3,Frequent
R005750,U3911,D939,4/1/2024 23:51,Suburbs,Financial District,17.49,45.00,65.70,Cash,Canceled,1.7,2.1,Yes,Yes,Sedan,Rainy,Medium,9,Frequent
R005751,U8952,D164,2/1/2024 6:47,Downtown,Financial District,13.00,51.00,47.65,Credit Card,Completed,5.0,4.0,No,No,SUV,Clear,Medium,10,Frequent
R005752,U3415,D317,6/1/2024 12:49,Airport,Midtown,22.30,72.00,72.98,Credit Card,No-show,1.8,3.0,No,Yes,Motorcycle,Clear,Medium,7,Frequent
R005753,U1250,D662,4/1/2024 1:53,Mall,Airport,27.17,89.00,85.45,Credit Card,Completed,3.4,4.1,Yes,No,SUV,Clear,Medium,6,Returning
R005754,U5951,D526,7/1/2024 5:59,Midtown,University,22.62,54.00,66.73,Cash,Completed,3.7,4.6,No,No,Sedan,Thunderstorm,Low,4,Returning
R005755,U9098,D916,5/1/2024 20:12,Downtown,Mall,29.10,66.00,92.85,Mobile Wallet,Completed,4.9,4.3,No,Yes,Shared,Clear,High,1,Returning
R005756,U6289,D173,3/1/2024 3:40,Financial District,University,7.00,21.00,24.73,Credit Card,Completed,3.2,4.8,No,No,SUV,Snowy,Medium,9,Returning
R005757,U9102,D559,7/1/2024 16:31,Airport,Mall,13.71,53.00,39.81,Mobile Wallet,Canceled,2.6,2.8,No,No,SUV,Clear,High,4,New
R005758,U8257,D524,4/1/2024 21:05,Mall,Suburbs,11.63,25.00,38.21,Cash,Completed,3.1,4.6,No,Yes,SUV,Snowy,Low,9,Frequent
R005759,U6565,D810,3/1/2024 5:32,Midtown,Mall,7.60,23.00,23.20,Credit Card,Canceled,1.4,2.4,No,Yes,Shared,Snowy,Medium,4,New
R005760,U7437,D291,7/1/2024 6:16,Airport,Midtown,16.07,39.00,60.08,Cash,Completed,4.0,3.4,No,Yes,SUV,Clear,Low,8,Frequent
R005761,U2173,D288,5/1/2024 13:37,University,University,33.23,118.00,118.87,Cash,Completed,4.2,4.9,Yes,Yes,Sedan,Rainy,Low,10,New
R005762,U9624,D111,5/1/2024 17:26,University,Mall,19.29,65.00,59.86,Credit Card,Completed,4.9,3.7,No,No,Shared,Clear,Medium,2,Frequent
R005763,U1835,D338,3/1/2024 3:28,Midtown,Suburbs,10.74,24.00,39.29,Cash,Completed,4.7,3.9,No,No,Sedan,Clear,Medium,8,Returning
R005764,U3262,D971,2/1/2024 6:42,Midtown,Downtown,13.04,42.00,44.88,Cash,Completed,3.8,4.9,No,No,Shared,Rainy,High,4,Returning
R005765,U5567,D692,7/1/2024 12:19,Suburbs,Mall,21.84,87.00,82.71,Credit Card,Completed,3.5,3.1,No,Yes,Sedan,Rainy,Medium,8,Returning
R005766,U4815,D552,3/1/2024 21:09,Airport,Airport,12.99,40.00,44.43,Credit Card,Completed,4.6,4.1,No,No,Electric,Clear,Medium,4,New
R005767,U1246,D482,3/1/2024 22:37,University,Suburbs,19.30,50.00,55.66,Credit Card,Completed,4.1,5.0,No,No,SUV,Rainy,High,5,Frequent
R005768,U3429,D881,2/1/2024 17:07,Mall,Financial District,10.32,24.00,37.38,Cash,Completed,3.7,5.0,No,No,SUV,Clear,Low,4,Returning
R005769,U6287,D901,1/1/2024 19:16,University,Mall,12.76,51.00,49.45,Mobile Wallet,Completed,4.6,4.3,No,Yes,SUV,Foggy,Medium,3,Returning
R005770,U3607,D147,2/1/2024 6:27,Airport,Financial District,24.99,78.00,93.40,Cash,Completed,3.1,3.1,No,No,Motorcycle,Clear,High,3,Returning
R005771,U6930,D416,3/1/2024 10:43,University,Downtown,20.88,57.00,67.14,Mobile Wallet,Canceled,3.5,3.2,No,No,Electric,Foggy,Low,9,New
R005772,U5022,D308,4/1/2024 15:50,Mall,Midtown,4.18,10.00,19.36,Credit Card,Completed,3.4,4.3,Yes,Yes,Electric,Clear,Low,8,New
R005773,U5784,D646,3/1/2024 11:24,Downtown,Suburbs,34.09,133.00,93.49,Cash,Completed,4.8,4.5,Yes,No,Sedan,Snowy,Low,5,Frequent
R005774,U7617,D218,2/1/2024 17:55,University,Mall,2.68,9.00,18.40,Cash,Completed,3.8,4.0,No,No,Electric,Clear,Medium,2,Frequent
R005775,U4151,D676,3/1/2024 15:19,University,Mall,3.82,8.00,13.05,Credit Card,Completed,4.2,4.1,No,No,SUV,Thunderstorm,Low,4,Frequent
R005776,U6580,D414,4/1/2024 15:29,Financial District,Downtown,24.85,53.00,92.90,Mobile Wallet,Completed,4.7,3.2,No,No,SUV,Foggy,Medium,6,Frequent
R005777,U8054,D853,6/1/2024 6:44,Downtown,Mall,25.07,97.00,91.18,Mobile Wallet,Completed,3.5,4.2,Yes,Yes,Sedan,Clear,Medium,6,Frequent
R005778,U8706,D135,2/1/2024 14:27,Suburbs,Financial District,1.64,6.00,11.73,Mobile Wallet,Completed,4.2,4.3,Yes,No,SUV,Clear,Low,6,New
R005779,U8619,D562,1/1/2024 18:17,Midtown,Mall,22.85,50.00,79.21,Credit Card,Completed,4.6,3.9,No,No,Electric,Clear,Medium,3,New
R005780,U5573,D863,5/1/2024 5:02,Mall,Mall,2.13,7.00,8.77,Credit Card,Canceled,2.6,2.0,No,No,Sedan,Clear,Medium,4,New
R005781,U4491,D854,7/1/2024 21:55,University,Financial District,33.67,96.00,101.07,Credit Card,Completed,5.0,3.2,Yes,No,SUV,Rainy,Medium,6,Returning
R005782,U1706,D653,1/1/2024 3:30,Mall,Financial District,24.67,88.00,84.86,Cash,Completed,4.7,3.6,Yes,No,Electric,Clear,Medium,1,Returning
R005783,U7997,D680,3/1/2024 17:23,Suburbs,Airport,7.34,19.00,29.23,Cash,Completed,4.6,3.1,No,No,Sedan,Rainy,Medium,9,Returning
R005784,U6233,D502,1/1/2024 4:24,Suburbs,Airport,6.38,18.00,23.10,Cash,Completed,3.6,3.8,Yes,No,Shared,Clear,Low,3,New
R005785,U9945,D206,5/1/2024 12:59,Downtown,Financial District,20.37,48.00,64.86,Credit Card,Completed,3.6,4.6,No,No,Sedan,Snowy,Medium,7,New
R005786,U6755,D138,4/1/2024 19:34,Mall,University,22.54,56.00,74.12,Credit Card,Completed,3.8,4.0,Yes,No,SUV,Clear,Low,10,New
R005787,U7960,D680,2/1/2024 1:11,Midtown,Midtown,29.26,70.00,87.27,Credit Card,Completed,4.7,4.7,No,No,SUV,Clear,High,9,New
R005788,U9779,D279,3/1/2024 18:21,Financial District,Airport,31.71,65.00,93.64,Credit Card,Completed,4.1,3.9,No,No,SUV,Clear,Medium,2,Frequent
R005789,U2334,D111,4/1/2024 10:55,Suburbs,Suburbs,14.35,30.00,42.42,Credit Card,Completed,4.2,3.6,No,No,SUV,Rainy,Medium,10,New
R005790,U6588,D438,7/1/2024 13:50,Financial District,Airport,29.70,109.00,108.55,Cash,No-show,1.4,1.2,No,No,SUV,Rainy,Medium,6,Frequent
R005791,U2847,D815,5/1/2024 14:35,Midtown,Suburbs,19.44,70.00,70.28,Cash,Completed,3.8,4.1,Yes,No,Electric,Clear,Medium,8,New
R005792,U7851,D647,4/1/2024 4:32,Midtown,Airport,17.00,39.00,55.97,Credit Card,Completed,4.1,4.8,Yes,No,SUV,Clear,Medium,4,Returning
R005793,U8211,D225,5/1/2024 7:51,Downtown,Financial District,24.77,83.00,73.95,Credit Card,Completed,3.8,3.0,No,No,SUV,Clear,High,1,New
R005794,U8865,D162,1/1/2024 21:54,Mall,Mall,4.51,16.00,22.03,Credit Card,Canceled,1.8,2.6,No,Yes,Motorcycle,Rainy,Medium,10,Returning
R005795,U4317,D943,2/1/2024 23:36,Airport,Suburbs,10.02,21.00,35.64,Mobile Wallet,Completed,3.9,4.2,No,No,SUV,Clear,Medium,1,New
R005796,U7811,D181,5/1/2024 20:01,Mall,Mall,28.77,63.00,86.94,Credit Card,Completed,4.8,3.6,No,No,Sedan,Clear,Low,2,Returning
R005797,U1164,D918,2/1/2024 20:05,University,Mall,18.14,57.00,63.24,Credit Card,Completed,3.6,5.0,No,No,Shared,Rainy,Low,10,Returning
R005798,U8060,D398,6/1/2024 14:39,Downtown,Midtown,31.87,88.00,90.75,Cash,Completed,3.4,3.9,No,No,Sedan,Rainy,Medium,1,Returning
R005799,U4057,D133,2/1/2024 20:41,Mall,Airport,4.02,14.00,15.50,Cash,Completed,3.8,4.5,No,No,Motorcycle,Clear,Low,1,Returning
R005800,U5428,D851,5/1/2024 4:27,Financial District,Airport,11.66,36.00,45.19,Cash,Completed,3.9,3.5,No,No,SUV,Clear,Medium,5,New
R005801,U1402,D708,1/1/2024 5:35,Mall,Financial District,13.09,27.00,39.08,Credit Card,Completed,3.3,3.9,No,No,SUV,Rainy,Medium,1,Frequent
R005802,U9605,D148,3/1/2024 15:57,Downtown,Suburbs,15.37,52.00,53.61,Credit Card,No-show,1.5,1.1,No,No,Electric,Foggy,Low,1,Returning
R005803,U9236,D757,3/1/2024 16:01,Midtown,University,34.55,83.00,119.59,Cash,Completed,3.6,3.2,No,Yes,SUV,Clear,Medium,10,New
R005804,U7349,D736,6/1/2024 22:23,Suburbs,Financial District,11.56,30.00,48.57,Mobile Wallet,No-show,2.9,2.0,No,No,Sedan,Foggy,Medium,9,Frequent
R005805,U5157,D800,3/1/2024 5:16,University,Mall,18.64,65.00,59.28,Credit Card,Completed,4.6,3.6,No,No,Shared,Foggy,Medium,8,Returning
R005806,U1867,D156,5/1/2024 22:20,University,Suburbs,19.23,68.00,68.67,Credit Card,Completed,4.2,4.8,Yes,No,Electric,Clear,Low,1,New
